Duration (in seconds),RecordedDate,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
368,4/18/25 9:38,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,In-App Search History,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Contacts,Purchase History,In-App Search History,Web Browsing History,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Contacts,Payment Info,Purchase History,In-App Search History,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Agree,"I feel that protection of the public is essential. However, some regulations depend upon the type of app and the specific functions of that app. ","I feel that app developers must safeguard data as effectively as possible. To protect public safety, safeguards must be implemented and some data simply must be collected. However, an app developer must make sure top line security methods are adopted. ",Louisiana,California,35-44,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,66d69d42515fac1f2273d10e,67fecb3ede31a76593440504,68027e8c850aabb998f23469,Procedural,to a purpose they disclose to the consumer.,game,Roblox
577,4/18/25 9:38,"Physical Address,Phone Number,Precise Location,Contacts","User ID,Email Address,Physical Address,Phone Number,Precise Location,Contacts,Credit Score,Crash Data,Health","Photos or Videos,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Crash Data","User ID,Name,Phone Number,Precise Location",Agree,IT IS VERY IMPORTANT,,WASHINGTON,Washington,45-59,Woman,,No,Black or African American,,Bachelor's degree,,67efc626e4171bcbef1f5784,67fecb3ede31a76593440504,68027db3065eaa9b1567c674,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1004,4/18/25 9:38,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Customer Support,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Payment Info,In-App Search History,Web Browsing History,Photos or Videos,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Information about how the user Interacts with the App","User ID,Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Information about the Advertisements the user has seen",Strongly Agree,"My previous responses consistently aimed to identify the data types that are reasonably necessary and proportionate for specific, disclosed purposes (product personalization, app functionality and advertising). This approach directly reflects the core principle of the data minimization regulation. ","App developers will need to:
Limit data collection to only what is strictly necessary for each disclosed purpose.
Clearly define and disclose the specific purposes of data collection.
Regularly audit their data collection practices to ensure necessity.",NEW YORK,"California,Colorado,Florida,Minnesota,Virginia",18-24,Man,,No,White,,Bachelor's degree,,67ef3211d6980edfad3bdcf1,67fecb3ede31a76593440504,68027c26e3814c9bd7f26e09,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
369,4/18/25 9:39,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Emails or Text Messages","User ID,Name,Email Address,Physical Address,Emails or Text Messages,Health","User ID,Email Address,Phone Number,Coarse Location,Payment Info","Name,Email Address,Photos or Videos,Gameplay Content,Emails or Text Messages",Agree,"I agree with the data minimization regulation because it helps protect user privacy and ensures that companies are only collecting data that truly serves a clear and expected purpose. In a time where personal data is often over-collected and misused, this kind of regulation builds trust between consumers and businesses by setting clear boundaries. It’s a step toward more ethical data practices without necessarily hindering functionality.","App developers may need to audit what data they collect, update privacy policies, limit permissions, redesign features that over-track, and improve access controls. These steps ensure compliance and build user trust.",Pennsylvania,"Alabama,California,Maine,Mississippi,New Mexico,New York,North Dakota,Virginia",60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6759f1abce6d8511c99ca95f,67fecb3ede31a76593440504,68027d8a4a53ee08a313c892,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
810,4/18/25 9:39,"User ID,Information that uniquely Identifies your Device,Email Address,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Coarse Location,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing,Fitness","Information that uniquely Identifies your Device,In-App Search History,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,data minimization would reduce data sharing to a large extent,app developers would only have to reduce data retention and regularly review data collection practices,florida,"California,New Jersey",18-24,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67f0fcd3cc783cdf7a1e45ab,67fecb3ede31a76593440504,68027b092b04f4094c0db904,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
547,4/18/25 9:39,Information about how the user Interacts with the App,"User ID,Information about the Advertisements the user has seen","User ID,Information about the Advertisements the user has seen","Information about how the user Interacts with the App,Information about how the App is Performing",Neutral,"I don't know how it will affect the User's experience...if a User wants to share less, will their use of the app suffer? ","Probably more than they would like, I would assume they would want to use the same model as other video platforms.",Minnesota,,60-74,Man,,No,Other,Indigenous American,Associates or technical degree,,63c5c3192e709e19fc67d5dd,67fecb3ede31a76593440504,68027cfbba3f3c25352703ee,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
927,4/18/25 9:40,"Precise Location,Gameplay Content,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Name,Email Address,Physical Address,Precise Location,Purchase History,Health,Fitness,Sensitive Demographic and Biometric Information","User ID,Name,Email Address,Physical Address,Precise Location,Purchase History,In-App Search History,Web Browsing History,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,Precise Location,Web Browsing History,Gameplay Content,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,It's necessary,be transparent,Massachusetts,"Alabama,Arizona,California,Connecticut,Florida,Hawaii,Illinois,Iowa,Kentucky,Maine,Maryland,Massachusetts,Minnesota,Missouri,Nevada,New Jersey,New York,Ohio,Oregon,Rhode Island,Tennessee,Texas,Vermont,Washington,West Virginia,Wyoming",45-59,Man,,No,Asian,,Some college but no degree,,6266e63b82fa38e800e33a24,67fecb3ede31a76593440504,68027cb33511e65c69155f3a,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
501,4/18/25 9:40,"Name,Email Address,Physical Address,Phone Number,Payment Info,Purchase History,Emails or Text Messages","Information that uniquely Identifies your Device,Purchase History,In-App Search History,Web Browsing History,Photos or Videos,Health,Fitness","Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Purchase History,In-App Search History,Web Browsing History,Information about how the user Interacts with the App",Strongly Disagree,Some information is necessary but there needs to be limits placed in order to prevent personal information from being sold or stolen.,Stop sharing/selling clients personal data.,Tennessee,California,45-59,Man,,No,White,,Bachelor's degree,,6537deb965cbfe64469ac68f,67fecb3ede31a76593440504,68027e70d90d5f90b260ce68,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1092,4/18/25 9:40,"User ID,Information that uniquely Identifies your Device,Precise Location,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","Name,Physical Address,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Name,Physical Address,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,"It's simple, companies are collecting far too much information about us, our habits, who we talk to etc. It's creepy and they aren't paying for this data. As far as I'm concerned their getting ""free"" data by doing things are essentially unethical. A lot of these companies don't just use the data for their own uses, they even sell it to other companies which is even worse. It'd be different if these companies weren't constantly price gouging you and using ""inflation"" as an excuse but they want to have their cake and eat it too. We need to stop them, end of story.","They'd likely need to be more transparent regarding how user data is used, stored and distributed. They may not be able to ""sell"" this data to other companies as easily. Some functionality might need to be removed for changed.",Wisconsin,,35-44,Man,,No,White,,Bachelor's degree,,5ffe235ea848b74a3b3ccd07,67fecb3ede31a76593440504,68027c2787e506bbaad039b5,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1576,4/18/25 9:40,"Information that uniquely Identifies your Device,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Precise Location,Purchase History,In-App Search History,Web Browsing History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Sensitive Demographic and Biometric Information","Purchase History,In-App Search History,Web Browsing History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Payment Info,Purchase History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Agree,"Data minimization helps protect consumer privacy by ensuring companies only collect data that's directly relevant to the services being offered. In an age where excessive data collection is common, this regulation sets clear boundaries that promote transparency and reduce unnecessary risk to users","Developers will need to carefully review what personal data they collect, why they collect it, and whether it’s truly necessary for the service.",Arkansas,"Arkansas,California,Colorado,Connecticut,Utah,Virginia",25-34,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67edde29d15035e0a6956b36,67fecb3ede31a76593440504,68027a3f75c3613b44584c2c,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1269,4/18/25 9:40,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Contacts,Payment Info,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Sensitive Demographic and Biometric Information","User ID,Information that uniquely Identifies your Device,In-App Search History,Photos or Videos,Audio Data,Gameplay Content,Information about how the user Interacts with the App","User ID,Information that uniquely Identifies your Device,Coarse Location,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,In-App Search History,Information about how the App is Performing",Strongly Agree,"My previous responses consistently aimed to identify the minimum data necessary for each specific, disclosed purpose (analytics, app functionality, advertising/marketing, and product personalization). I believe this approach aligns with the core principles of data minimization, which prioritizes user privacy and reduces the potential risks associated with the collection and storage of excessive personal data. Enacting such a regulation would likely lead to greater transparency and control for users over their data.","Clearly define and limit data collection to specific, disclosed purposes.
Collect only the minimum necessary data for each purpose.
Be transparent with users about what data is collected and why.",Texas,"Alaska,Arizona,California,Louisiana,New Jersey,New Mexico,New York,North Carolina,Texas",25-34,Woman,,No,White,,Bachelor's degree,,66a94c224273fab59f0b2c71,67fecb3ede31a76593440504,68027a56b2d66f543f1a8e67,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
416,4/18/25 9:41,"User ID,Name,Crash Data","User ID,Name","User ID,Name","User ID,Name",Agree,We do not need to be tracked on what we do,Keep the information to a minimum. ,FLorida,,60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,598cc899e339120001fb88c6,67fecb3ede31a76593440504,68027ee1011352ca17ee4b29,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
369,4/18/25 9:41,"User ID,Information that uniquely Identifies your Device,Payment Info,Customer Support,Crash Data,Information about how the App is Performing",Purchase History,,"Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,Companies are abusing the collection of private information,"Not sure, but I don't believe will be hard to do. it's easy, they just don't want to do it",Texas,,45-59,Woman,,Yes,White,,Bachelor's degree,,669bc59f4198ea65c9d8ef59,67fecb3ede31a76593440504,68027f2862a416094ea9c40b,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
304,4/18/25 9:41,Information about how the App is Performing,"Information that uniquely Identifies your Device,Name,Email Address,Information about how the App is Performing","Information that uniquely Identifies your Device,Name,Email Address,Purchase History,In-App Search History","Information that uniquely Identifies your Device,Name,Email Address,Crash Data,Information about how the App is Performing",Disagree,People have a right not to use an app. Data minimization regulations are a slippery slope to controlling the free market.,Limit permissions on data ,Michigan,California,18-24,Man,,No,White,,"High school degree or equivalent (e.g., GED)",,6787a08f833432d68ed30764,67fecb3ede31a76593440504,68027f70b09d89a101e3ae84,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
601,4/18/25 9:41,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Precise Location,Payment Info,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,In-App Search History,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,"I strongly agree because the regulation helps protect users' personal information by ensuring that companies only collect data that is truly needed for the app to function or deliver value. It creates a more transparent and respectful relationship between users and app developers. This can build trust, reduce privacy risks, and limit potential misuse of sensitive information.","Audit existing data collection practices to remove any unnecessary or excessive data gathering.

Clearly define the purpose for each type of data collected and align it with user expectations.

Limit third-party data sharing to what is strictly required for functionality or explicitly consented to by users.

Enhance privacy notices to be more transparent and user-friendly.

Implement technical safeguards to ensure that only essential data is stored and processed.",Ohio,"California,Colorado,Connecticut,Delaware,Indiana,Iowa,Kentucky,Minnesota,Nebraska,New Hampshire",18-24,Man,,No,White,,Bachelor's degree,,66ba1b5273949100f8de1c0e,67fecb3ede31a76593440504,68027c52a43e6b3aa2b987b3,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1256,4/18/25 9:41,"User ID,Name,Payment Info,Purchase History,Customer Support","User ID,Name,Email Address,Physical Address,Web Browsing History,Crash Data","User ID,Information that uniquely Identifies your Device,Name,Information about the Advertisements the user has seen","User ID,Name,Customer Support",Strongly Agree,This is because data minimization protects user privacy by ensuring that companies only collect the data strictly necessary to deliver or maintain a service. This regulation empowers consumers to use digital services without feeling surveilled or exploited.,The need to audit what personal data their apps collect and ensure that only necessary data is gathered,Nebraska,"Alaska,California,Florida,Wyoming",25-34,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,676dcbd74fba5b642d1e2f01,67fecb3ede31a76593440504,68027a65fa625dadd24bb1c2,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
253,4/18/25 9:41,"User ID,Customer Support,Emails or Text Messages,Crash Data","User ID,Purchase History,In-App Search History,Web Browsing History,Customer Support,Emails or Text Messages","User ID,In-App Search History,Customer Support,Emails or Text Messages,Crash Data","User ID,Phone Number,Payment Info,In-App Search History,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Crash Data",Agree,I think the app user should be made aware of what type of information is being collected while using the app.,They will have to come up with new sneaky ways to get the information they really want without directly going against the regulations.,Colorado,,60-74,Man,,No,White,,Some college but no degree,,5e5553e6bcdb1e55a43c78f7,67fecb3ede31a76593440504,68027fba8e996147153d9e5a,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
1316,4/18/25 9:42,"User ID,Email Address,Phone Number,Purchase History,Crash Data","User ID,Email Address,In-App Search History,Information about how the user Interacts with the App","User ID,Coarse Location,Purchase History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Information that uniquely Identifies your Device,Coarse Location,Purchase History,Crash Data",Strongly Agree,"For privacy protection, to limit unnecessary data collection, reducing risks of breaches and misuse.","App developers would need to audit data practices, to identify and eliminate non-essential data collection",Arizona,"California,Colorado,Connecticut,Utah,Virginia",35-44,Man,,No,White,,Bachelor's degree,,67d503a1f5d3b03aa99b8d9e,67fecb3ede31a76593440504,68027bad3380bf87c2bc92c2,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
536,4/18/25 9:42,"Crash Data,Information about how the App is Performing","Purchase History,Information about how the user Interacts with the App","Purchase History,Information about the Advertisements the user has seen","Information about how the user Interacts with the App,Crash Data",Agree,I believe that customers need to have their right to privacy respected and carefully guarded.,Secure customer information better. Make it harder for hackers to access it.,Colorado,,60-74,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6718343c82dda1264ded40d6,67fecb3ede31a76593440504,68027ec8a367d665eae76ce6,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
329,4/18/25 9:42,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number","User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number,Purchase History,In-App Search History",In-App Search History,"User ID,Name,Email Address,Physical Address,Phone Number,Purchase History,Customer Support",Strongly Agree,"We get way too many spam calls, texts and emails, if this could by cut down I am for it. Also security is an issue
",Not sure,Mississippi,,45-59,Man,,No,"White,Black or African American",,Bachelor's degree,,6691bc059b0182b0bdd7d682,67fecb3ede31a76593440504,68027fa1ad8c0f58c2b65acc,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
324,4/18/25 9:42,"User ID,Information that uniquely Identifies your Device,Name,Payment Info","User ID,Information that uniquely Identifies your Device,Name,Purchase History,In-App Search History,Information about the Advertisements the user has seen","User ID,Coarse Location,Purchase History,In-App Search History,Web Browsing History,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,Name,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,It should only be necessary to collect for is needed for a given purpose and nothing more.,They will have to collect less information than they currently are.,New Jersey,,45-59,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67d09ba717ec412519ebf44b,67fecb3ede31a76593440504,68027fb01d7f4f2f2164e387,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
550,4/18/25 9:42,,"Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about how the App is Performing",,"Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,I think that collected data should be limited to least evasive information necessary to utilize the site to shop or purchase from them. ,Stop tracking and sharing every aspect of the consumer's use of their website.,Texas,,60-74,Man,,Yes,White,,Bachelor's degree,,62a74fec726aac54b9e43d75,67fecb3ede31a76593440504,68027ee15361eebe26f8947e,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
980,4/18/25 9:42,"Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Name,Phone Number,Coarse Location,Purchase History,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Coarse Location,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,thiswill ensure privacy of the consumer and also promote security,minimize the amountof exposure they have on consumer's data,Mississippi,"California,Colorado,Connecticut,Delaware,Florida,Indiana,Iowa,Kentucky,Maryland,Minnesota,Montana,Nebraska,New Hampshire,New Jersey,Oregon,Tennessee,Texas,Utah,Virginia",35-44,Woman,,No,Black or African American,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67d71b625a501c1ff9bc9e9b,67fecb3ede31a76593440504,68027d193483a1bfc061d79b,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
1541,4/18/25 9:43,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Payment Info,In-App Search History,Photos or Videos,Audio Data,Customer Support,Emails or Text Messages,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Precise Location,Purchase History,Web Browsing History,Photos or Videos,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about how the App is Performing","Name,Email Address,Phone Number,In-App Search History,Web Browsing History,Photos or Videos,Emails or Text Messages,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Precise Location,Payment Info,Purchase History,Web Browsing History,Audio Data,Customer Support,Emails or Text Messages,Information about the Advertisements the user has seen,Crash Data",Agree,I feel personal data collection should be reduced because not all information about a person is necessary for the app or site.,App developers should focus more on developing apps that serves its purpose.,Indiana,"California,Connecticut,Utah",60-74,Man,,No,White,,Bachelor's degree,,67cf70ec9741a100ffc7f570,67fecb3ede31a76593440504,68027ad6bbf5e6bcbac9d3df,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
1098,4/18/25 9:43,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number","User ID,Name,Email Address,Physical Address,Phone Number","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Contacts","User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number,Crash Data",Agree,No comment,no comment,Texas,Texas,35-44,Man,,No,Black or African American,,Bachelor's degree,,67e0fcebfb4fc7cc40d15ba5,67fecb3ede31a76593440504,68027ac4850a1e799c50a830,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1188,4/18/25 9:43,"User ID,Email Address,In-App Search History,Photos or Videos,Audio Data,Gameplay Content,Customer Support","User ID,Information that uniquely Identifies your Device,Name,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Purchase History,In-App Search History,Web Browsing History,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about how the App is Performing",Agree,I agree because collecting only the data we really need helps protect people’s privacy and keeps their information safer.,"App developers will need to change how they collect and store data by only asking for the information that is truly necessary for the app to work, and removing or avoiding anything extra.",texas,"California,Colorado,Connecticut,Maryland,Vermont",60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67a3890181c6b3b8c23e8e44,67fecb3ede31a76593440504,68027c837203bf5b2c3cf476,California,to a purpose that consumers would reasonably expect.,game,Roblox
1327,4/18/25 9:44,"User ID,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,"Enhanced privacy protection for individuals by limiting the amount of personal data collected and store .
Reduced risk of data breaches and cyber attacks
",Implementing data deletion policies to remove unnecessary data and limiting data sharing and third-party access,Arkansas,"California,Colorado,Texas",60-74,Woman,,No,White,,"High school degree or equivalent (e.g., GED)",,67f19892ade3b552f3fbb694,67fecb3ede31a76593440504,68027a5e9962c3c907847536,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
1175,4/18/25 9:45,Crash Data,"Purchase History,In-App Search History,Information about how the user Interacts with the App","Coarse Location,In-App Search History,Information about how the user Interacts with the App","User ID,Name,Phone Number,Precise Location,Payment Info,Purchase History,In-App Search History,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,Data minimization regulation should be enacted to prevent fraud and sensitive data exploitation.,No changes,New York,"California,Colorado,Virginia",45-59,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67e188720841b364cd463eaa,67fecb3ede31a76593440504,68027ce5777320d4efa3042f,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
1100,4/18/25 9:45,"User ID,Information that uniquely Identifies your Device,Email Address,Phone Number,Precise Location,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,In-App Search History,Web Browsing History,Gameplay Content,Customer Support","User ID,Information that uniquely Identifies your Device,Email Address,Precise Location,Purchase History,In-App Search History,Web Browsing History,Gameplay Content,Emails or Text Messages,Information about the Advertisements the user has seen","User ID,Name,Email Address,Physical Address,Phone Number,Precise Location,Photos or Videos,Audio Data,Gameplay Content",Strongly Agree,Because data minimization is very important for protecting user privacy and to ensure that companies collect only the information needed to provide their services while minimizing the risk of misuse of personal data. This regulation helps to maintain a good balance between the functionality and privacy to support both consumer rights and business objectives in a responsible manner,App developers will likely need to reduce or limit data collection to only what is essential for functionality and user experience and ensure better transparency about data usage.,New Jersey,California,35-44,Man,,No,Black or African American,,Bachelor's degree,,67e0a2c6f09b24ae40333489,67fecb3ede31a76593440504,68027d1f71aa7af71146e779,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
538,4/18/25 9:45,"User ID,Email Address,Phone Number,Precise Location,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,In-App Search History,Gameplay Content,Information about how the user Interacts with the App","User ID,Email Address,Emails or Text Messages,Information about how the user Interacts with the App","User ID,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,"In my opinion, the less data that is available, the better so that people are less likely to be identified in some manner that is not the intended use. ","App developers may have to focus on only tracking certain types of data that don’t personally identify a person, which may be common currently. ",New York,"California,Illinois,Massachusetts,New Hampshire,New Jersey,New York",18-24,Man,,No,"White,Other",Guyanese Indian,Bachelor's degree,,6500a84f0a4f87687fa51a20,67fecb3ede31a76593440504,68027f7ace404391f9c60b14,Procedural,to a purpose they disclose to the consumer.,game,Roblox
603,4/18/25 9:45,"User ID,Information that uniquely Identifies your Device,Email Address,Phone Number,Coarse Location,Payment Info,Audio Data,Gameplay Content,Crash Data,Information about how the App is Performing","User ID,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App","User ID,Information that uniquely Identifies your Device,Email Address,Phone Number,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,I think this kind of rule should be put in place because it supports good data handling and protects people's privacy.,Developers will need clear policies and automated processes for deleting data that is no longer required.,North Carolina,"California,Michigan,Minnesota,New York,Utah",25-34,Man,,No,White,,Associates or technical degree,,650b03136ab3d4c832d98b71,67fecb3ede31a76593440504,68027f46ddc887f84e60d943,California,to a purpose that consumers would reasonably expect.,game,Roblox
